job_name,company_name,companytype_text,providesalary_text,workarea_text,jobwelf,updatedate,attribute_text
市场销售助理,上海赵涌信息技术有限公司,民营公司,7-8千/月,上海-浦东新区,五险一金 定期体检 员工旅游 年终奖金 餐饮补贴 带薪年假 交通补贴,10-14,"['上海-浦东新区', '2年经验', '大专', '招1人']"
电子商务 双休包住五险+不加班,武汉联和康生物科技有限公司,民营公司,5-15万/年,武汉-硚口区,周末双休 带薪年假 五险一金 包住宿 专业培训,10-14,"['武汉-硚口区', '无需经验', '大专', '招10人']"
淘宝天猫运营,武汉京创辉煌服装有限公司,民营公司,0.8-1.3万/月,武汉-硚口区,包吃 包住宿 节日福利 绩效奖金 全勤奖,10-14,"['武汉-硚口区', '2年经验', '大专', '招若干人']"
在线客服专员,微众邯郸信息网络科技有限公司,创业公司,3-5千/月,邯郸,,10-14,"['邯郸', '1年经验', '高中', '招4人']"
Walmart/沃尔玛运营（双休/坂田/高薪）,深圳市遨途科技有限公司,民营公司,0.6-1万/月,深圳-龙岗区,带薪年假 绩效奖金 全勤奖 五险一金 节日福利 周末双休 定期体检 员工旅游,10-14,"['深圳-龙岗区', '1年经验', '大专', '招若干人']"
客服专员,杭州圣赢信息科技有限公司,民营公司,0.6-1.2万/月,杭州,,10-14,"['杭州', '3-4年经验', '大专', '招3人']"
Global Program Manager,北京莱博智环球科技有限公司,外资（欧美）,2-2.5万/月,北京-朝阳区,周末双休 带薪年假 五险一金 节日福利 补充医疗保险 弹性工作 定期体检,10-14,"['北京-朝阳区', '5-7年经验', '本科', '招1人']"
市场运营总监,湖南中项网科技有限公司,民营公司,1.5-2.5万/月,长沙-岳麓区,周末双休 全勤奖 绩效奖金 专业培训 节日福利,10-14,"['长沙-岳麓区', '10年以上经验', '本科', '招1人']"
跨境电商操作员,广州华路卓网络技术有限公司,民营公司,5.5-6千/月,佛山-顺德区,带薪年假 五险一金 专业培训 员工旅游 年终奖金 绩效奖金 通讯补贴 补充医疗保险,10-14,"['佛山-顺德区', '无需经验', '招50人']"
产品经理,广州市快马健康科技有限公司,民营公司,1-1.5万/月,广州-荔湾区,节日福利 五险一金 免费班车 员工旅游 定期体检 专业培训,10-14,"['广州-荔湾区', '2年经验', '本科', '招1人']"
海外市场经理周末双休,上海夫江浮科技有限公司,民营公司,1.5-2万/月,上海-宝山区,五险一金 弹性工作 专业培训 绩效奖金 出国机会,10-14,"['上海-宝山区', '3-4年经验', '本科', '招5人']"
客服专员/网络客服,广州辰兴信息科技有限公司,民营公司,3.5-6千/月,广州-番禺区,绩效奖金 年终奖金 带薪年假 全勤奖 专业培训 双休,10-14,"['广州-番禺区', '无需经验', '大专', '招5人']"
电商美工设计（饰品）,武汉华晖嘉宝珠宝工作室,民营公司,5-8千/月,武汉-江岸区,年终奖金 餐饮补贴 绩效奖金 五险一金 大小休 专业培训 节日福利 带薪年假 团队聚餐,10-14,"['武汉-江岸区', '1年经验', '大专', '招1人']"
客服6K-周末双休-保底,苏州路尊汽车服务有限公司,外资（欧美）,0.8-1万/月,苏州-高新区,,10-14,"['苏州-高新区', '1年经验', '高中', '招10人']"
产业服务运营总监,杭州平定投资有限公司,民营公司,1-1.5万/月,杭州-拱墅区,,10-14,"['杭州-拱墅区', '5-7年经验', '大专', '招1人']"
大客户销售经理,深圳市安鑫宝科技发展有限公司,民营公司,10-20万/年,深圳-宝安区,五险一金 绩效奖金 年终奖金 周末双休 商业保险,10-14,"['深圳-宝安区', '1年经验', '中技', '招2人']"
商城运营专家,上海齿达互联网信息服务有限公司,民营公司,2-2.5万/月,上海-黄浦区,五险一金 员工旅游 餐饮补贴 通讯补贴 年终奖金 定期体检,10-14,"['上海-黄浦区', '5-7年经验', '大专', '招1人']"
客服助理,“前程无忧”51job.com（光谷）,外资（非欧美）,4-6千/月,武汉-洪山区,周末双休 专业培训 节日福利 员工旅游 五险一金 补充医疗保险 年终奖金 定期体检 带薪年假,10-14,"['武汉-洪山区', '无需经验', '大专', '招2人']"
美工,东莞昊瑞财税咨询有限公司,民营公司,4.5-7千/月,东莞-南城区,五险 绩效奖金 两次调薪机会 下午茶 节日福利 弹性工作 带薪年假,10-14,"['东莞-南城区', '无需经验', '大专', '招1人']"
六安销售业务/推广,合肥妈贝谷电子商务有限公司,民营公司,3-6千/月,六安,员工旅游 年终奖金 绩效奖金 专业培训 五险 生日福利,10-14,"['六安', '1年经验', '高中', '招1人']"
南通分公司负责人,无锡一米网络有限公司,民营公司,6-8千/月,南通-崇川区,五险一金 周末双休,10-14,"['南通-崇川区', '3-4年经验', '大专', '招1人']"
拼多多运营,武汉启领博众电子商务有限公司,民营公司,6-8千/月,武汉-江夏区,弹性工作 包住宿 绩效奖金 全勤奖 节日福利 五险一金 带薪年假 出国旅游 高额分红 股权,10-14,"['武汉-江夏区', '2年经验', '大专', '招5人']"
客服专员（五险一金+入职培训）,安徽瑞庆德商务有限公司北京分公司,民营公司,6.5-9千/月,北京-朝阳区,,10-14,"['北京-朝阳区', '无需经验', '中专', '招3人']"
市场行政助理,上海复动医疗管理有限公司,民营公司,6-8千/月,上海-长宁区,五险一金 绩效奖金 年终奖金 专业培训,10-14,"['上海-长宁区', '2年经验', '本科', '招1人']"
电商高端女装视觉总监,杭州恩采文化创意有限公司,民营公司,1.5-3万/月,杭州-萧山区,五险 免费班车 餐饮补贴 定期体检 加班补贴 部门团建,10-14,"['杭州-萧山区', '3-4年经验', '大专', '招1人']"
电话销售（香港上市公司）,中企动力科技股份有限公司昆明分公司,上市公司,0.8-1万/月,昆明-五华区,,10-14,"['昆明-五华区', '无需经验', '大专', '招5人']"
市场专员,北京教培师训网络科技股份有限公司,民营公司,4-7千/月,天津,五险一金 交通补贴 通讯补贴 餐饮补贴,10-14,"['天津', '1年经验', '大专', '招2人']"
亚马逊高级精品运营专员,深圳市赛辉电子有限公司,民营公司,0.6-1.2万/月,深圳-龙岗区,五险一金 员工旅游 弹性工作 绩效奖金 出国机会 十三薪,10-14,"['深圳-龙岗区', '3-4年经验', '本科', '招3人']"
亚马逊运营组长,深圳市八队科技有限公司,民营公司,1.2-2万/月,深圳-龙岗区,五险一金 员工旅游 绩效奖金 年终奖金 专业培训 下午茶 团队聚餐 生日会 全勤奖 免费零食,10-14,"['深圳-龙岗区', '3-4年经验', '大专', '招2人']"
ebay运营,佛山拓腾飞翔电子商务有限公司,民营公司,0.6-1万/月,佛山-南海区,员工旅游 绩效奖金 年终奖金 定期体检 社保 专业培训 带薪年假 工资当月发放 节日福利 大小周,10-14,"['佛山-南海区', '1年经验', '大专', '招6人']"
AMAZON广告投放/亚马逊站内推广,深圳市前海中鸿升网络科技有限公司,民营公司,0.6-1万/月,深圳-宝安区,五险一金 专业培训 绩效奖金 年终奖金 员工旅游,10-14,"['深圳-宝安区', '无需经验', '本科', '招若干人']"
大客户销售代表,用友网络科技股份有限公司湖北分公司,上市公司,6-8千/月,武汉-武昌区,五险一金 绩效奖金 专业培训 定期体检 交通补贴 餐饮补贴 通讯补贴 弹性工作 周末双休,10-14,"['武汉-武昌区', '2年经验', '本科', '招20人']"
网店客服,东莞市旭森供应链管理有限公司,民营公司,2.8-5.6千/月,东莞-万江区,五险 做六休一 朝九晚六,10-14,"['东莞-万江区', '1年经验', '招3人']"
客服专员,深圳市云天下信息技术（集团）有限公司,民营公司,4.5-6千/月,深圳,弹性工作 带薪年假 节日福利 专业培训 通讯补贴 绩效奖金,10-14,"['深圳', '无需经验', '招2人']"
客户经理（五险一金+薪资稳定）,商客通尚景科技江苏有限公司,上市公司,0.7-1.3万/月,南通-崇川区,带薪年假 五险一金 专业培训 节日福利 弹性工作 结婚生育福利 周末双休,10-14,"['南通-崇川区', '1年经验', '大专', '招10人']"
跨境独立站运营,广州飞辰科技有限公司,民营公司,4.5-8千/月,广州-番禺区,五险一金 年终奖金 绩效奖金 专业培训 餐饮补贴 下午茶充足 包午餐 加班补贴 节日福利,10-14,"['广州-番禺区', '1年经验', '大专', '招1人']"
工人操作工普工,上海念弟实业集团有限公司,上市公司,3-6万/年,上海-宝山区,,10-14,"['上海-宝山区', '无需经验', '招10人']"
亚马逊运营（五险一金+餐补）,ArcMEAD Inc.蜜桔科技,外资（欧美）,0.8-1.5万/月,广州,专业培训 五险一金 员工旅游 餐饮补贴 交通补贴 出国机会 绩效奖金 定期体检 年终奖金 周末双休,10-14,"['广州', '2年经验', '大专', '招若干人']"
供应商管理专员,华翼（广东）电商科技有限公司,民营公司,5-8千/月,广州-番禺区,绩效奖金 年终奖金 社保五险 全勤奖,10-14,"['广州-番禺区', '2年经验', '大专', '招1人']"
采购跟单主管,深圳易世通达科技有限公司,民营公司,0.8-1万/月,深圳-光明区,五险一金 员工旅游 专业培训 绩效奖金 年终奖金 全勤奖 节日福利,10-14,"['深圳-光明区', '3-4年经验', '大专', '招1人']"
运营主管/经理（果壳）,宁波果壳电子商务有限公司,民营公司,10-15万/年,宁波,五险一金 餐饮补贴 年终奖金 绩效奖金,10-14,"['宁波', '3-4年经验', '大专', '招1人']"
天猫京东运营专员/网店店长,上海乐技电子商务有限公司,民营公司,0.8-1万/月,上海-闵行区,做五休二 周末双休 五险一金 节日福利,10-14,"['上海-闵行区', '1年经验', '大专', '招1人']"
招商经理/总监,蜘点商业网络服务有限公司,民营公司,0.8-1.3万/月,广州-天河区,五险一金 员工旅游 专业培训 股票期权 全勤奖 带薪年假,10-14,"['广州-天河区', '5-7年经验', '大专', '招1人']"
客户代表,江苏联合惠房网络科技有限公司,民营公司,15-20万/年,南京-浦口区,五险一金 免费班车 员工旅游 交通补贴 通讯补贴 专业培训 绩效奖金 年终奖金 弹性工作 定期体检,10-14,"['南京-浦口区', '3-4年经验', '大专', '招10人']"
亚马逊销售（龙华 精品）,深圳唐造科技有限公司,民营公司,0.7-1.2万/月,深圳-龙华区,交通便利 绩效奖金 节日福利,10-14,"['深圳-龙华区', '1年经验', '大专', '招5人']"
天猫助理,深圳孩宝小镇信息技术有限公司,民营公司,5-8千/月,深圳-宝安区,五险一金 员工旅游 餐饮补贴 专业培训 绩效奖金 年终奖金 弹性工作 定期体检 团建活动 晋升机制,10-14,"['深圳-宝安区', '1年经验', '大专', '招若干人']"
网络客服销售（初购和复购一起做）,广州千盛酒业有限公司,民营公司,0.9-1.6万/月,广州-黄埔区,五险 交通补贴 餐饮补贴 专业培训 员工旅游,10-14,"['广州-黄埔区', '1年经验', '高中', '招10人']"
省区经理,小熊驾到股份有限公司,创业公司,2-2.5万/月,青岛,五险一金 做五休二 带薪年假 节日福利,10-14,"['青岛', '8-9年经验', '本科', '招1人']"
互联网广告销售经理,重庆云威科技有限公司,民营公司,0.8-1万/月,重庆-渝中区,周末双休 带薪年假 绩效奖金 全勤奖 节日福利 专业培训 五险,10-14,"['重庆-渝中区', '3-4年经验', '大专', '招1人']"
市场商务,深圳市彩游科技有限公司,民营公司,4.5-9千/月,深圳-宝安区,五险一金 绩效奖金 年终奖金 专业培训 员工旅游 定期体检 免费下午茶,10-14,"['深圳-宝安区', '1年经验', '中专', '招若干人']"
天猫京东运营主管,深圳智网酷联科技有限公司,民营公司,0.6-1.2万/月,湛江,弹性工作 带薪年假 五险一金 专业培训 节日福利 绩效奖金 团建文体活动 免费旅游 年终奖金 股权期制,10-14,"['湛江', '3-4年经验', '大专', '招若干人']"
跨境电商视觉设计师,深圳市童多多贸易有限公司,民营公司,0.8-1.3万/月,深圳-南山区,带薪年假 五险一金 绩效奖金 不加班 年终奖金 定期体检 员工旅游,10-14,"['深圳-南山区', '3-4年经验', '大专', '招2人']"
网销客服五险一金,安徽省东飞信息科技有限公司,民营公司,0.8-1万/月,合肥-庐阳区,五险一金 员工旅游 专业培训 通讯补贴 绩效奖金 弹性工作 年终奖金 全勤奖 节日福利 交通补贴,10-14,"['合肥-庐阳区', '无需经验', '中专', '招若干人']"
电商运营（盒马）,上海易辟电子商务有限公司,民营公司,1-1.5万/月,上海-黄浦区,员工旅游 定期体检 节日福利 绩效奖金 专业培训 生日福利 周末双休,10-14,"['上海-黄浦区', '1年经验', '大专', '招3人']"
亚马逊运营（日本站）,集汇创益（深圳）实业有限公司,民营公司,0.8-1万/月,深圳-福田区,,10-14,"['深圳-福田区', '1年经验', '大专', '招3人']"
产品运营助理,广州市景心科技股份有限公司,民营公司,4-8千/月,广州-天河区,周末双休 带薪年假 五险一金 绩效奖金 节日福利 餐饮补贴 住房补贴 通讯补贴,10-14,"['广州-天河区', '1年经验', '大专', '招1人']"
售前、方案工程师,广西易联众信息技术有限公司,民营公司,0.8-1万/月,南宁,,10-14,"['南宁', '1年经验', '本科', '招3人']"
销售顾问,河南中墅网络科技有限公司,民营公司,6-12万/年,郑州-经开区,员工旅游 通讯补贴 绩效奖金 年终奖金,10-14,"['郑州-经开区', '无需经验', '招10人']"
产品开发经理,深圳市品智好科技有限公司,民营公司,1.5-2万/月,深圳-宝安区,包住宿 绩效奖金 节日福利 专业培训 定期培训 聚餐、旅游 五险一金,10-14,"['深圳-宝安区', '5-7年经验', '大专', '招1人']"
6-8KLazada精品运营+坂田附近,深圳市昂威安科技有限公司,民营公司,6-8千/月,深圳-龙岗区,五险一金 员工旅游 年终奖金 绩效奖金 餐饮补贴 大小周 出国游 下午茶,10-14,"['深圳-龙岗区', '1年经验', '大专', '招3人']"
在线客服,上海澳通信息科技有限公司,创业公司,3-6千/月,成都-双流区,全勤奖 五险,10-14,"['成都-双流区', '1年经验', '中专', '招10人']"
Walmart/沃尔玛运营,深圳市讯飞大数据技术有限公司,民营公司,6-8千/月,深圳-龙岗区,周末双休 带薪年假 节日福利 员工旅游 专业培训 一档社保 不加班,10-14,"['深圳-龙岗区', '1年经验', '大专', '招2人']"
互联网+商务顾问+五险一金,广东互易网络知识产权有限公司,民营公司,1-1.5万/月,佛山-顺德区,五险 节日福利 全勤奖 绩效奖金 专业培训 带薪年假 员工旅游,10-14,"['佛山-顺德区', '1年经验', '大专', '招2人']"
