job_name,company_name,companytype_text,providesalary_text,workarea_text,jobwelf,updatedate,attribute_text
采购专员（五险一金）,天宏小助礼互联网科技（广州）有限公司,民营公司,0.7-1万/月,广州-天河区,五险一金 补充医疗保险 专业培训 定期体检 生日会 节假日福利 周末双休,10-14,"['广州-天河区', '1年经验', '大专', '招若干人']"
采购经理,诺德睿行（广州）电子商务有限公司,民营公司,1.5-2万/月,广州-天河区,五险一金 年终奖金 定期体检 餐饮补贴 绩效奖金,10-14,"['广州-天河区', '5-7年经验', '大专', '招1人']"
销售总监,福建宜拓汽车销售有限公司,民营公司,2-3万/月,厦门-集美区,五险一金 补充医疗保险 绩效奖金 补充公积金 弹性工作 定期体检,10-14,"['厦门-集美区', '8-9年经验', '大专', '招若干人']"
销售代表,上海研捷机电设备有限公司,民营公司,1-1.5万/月,上海-浦东新区,五险一金 交通补贴 年终奖金 绩效奖金,10-14,"['上海-浦东新区', '2年经验', '大专', '招若干人']"
阿里巴巴国际站运营,广州雄之业动漫科技有限公司,民营公司,1.5-2.5万/月,广州-番禺区,员工旅游 年终奖金 绩效奖金 五险一金 通讯补贴 餐饮补贴,10-14,"['广州-番禺区', '1年经验', '大专', '招2人']"
电话销售,南京逍遥家网络科技有限公司,民营公司,1-1.5万/月,南京-栖霞区,员工旅游 绩效奖金 年终奖金 周末双休 专业培训 带薪年假,10-14,"['南京-栖霞区', '无需经验', '大专', '招10人']"
亚马逊品牌推广（精品家居品类）,北京三五二环保科技有限公司,民营公司,0.7-1.3万/月,深圳-龙华区,五险一金 双休,10-14,"['深圳-龙华区', '2年经验', '大专', '招1人']"
shopify运营（8-15k）,宁波美鹰家居集团有限公司,民营公司,0.8-1.5万/月,杭州-余杭区,五险一金 出国机会 年终奖金 绩效奖金 餐饮补贴 专业培训 员工旅游 定期体检,10-14,"['杭州-余杭区', '1年经验', '大专', '招若干人']"
业务线/导师带教/提供住宿,深圳市乐有家控股集团有限公司,民营公司,0.8-1万/月,驻马店,五险一金 补充医疗保险 补充公积金 交通补贴 专业培训,10-14,"['驻马店', '无需经验', '大专', '招5人']"
阿里巴巴钉钉部署专家,武汉市云移科技股份有限公司,民营公司,0.8-1万/月,武汉-洪山区,五险一金 补充医疗保险 餐饮补贴 交通补贴 弹性工作,10-14,"['武汉-洪山区', '2年经验', '大专', '招2人']"
电商客服,依蝶雅（上海）品牌管理股份有限公司,民营公司,4-7千/月,上海-虹口区,做五休二 带薪年假 五险一金 绩效奖金 节日福利 集体旅游,10-14,"['上海-虹口区', '1年经验', '中专', '招若干人']"
美工,浙江苁丛信息科技有限公司,民营公司,5-8千/月,金华,年终奖金 生日礼金 节日福利,10-14,"['金华', '1年经验', '大专', '招1人']"
营销顾问（无责底薪4000-5000）,苏州企邦动力信息科技有限公司,民营公司,0.8-1万/月,苏州-高新区,带薪年假 节日福利 专业培训 交通补贴 绩效奖金 全勤奖 五险 孝顺金,10-14,"['苏州-高新区', '无需经验', '大专', '招2人']"
电商客服,南京小田网络科技有限公司,民营公司,3.6-4.5千/月,南京-浦口区,,10-14,"['南京-浦口区', '1年经验', '大专', '招5人']"
业务员,深圳市广源丰科技有限公司,民营公司,0.4-1万/月,深圳-南山区,带薪年假 绩效奖金 节日福利 专业培训 社保 交通补贴 五险一金 弹性工作 包住宿 全勤奖,10-14,"['深圳-南山区', '1年经验', '大专', '招5人']"
客服主管,广东福东海药业有限公司,民营公司,5-7千/月,湛江-赤坎区,,10-14,"['湛江-赤坎区', '3-4年经验', '大专', '招1人']"
客户专员（7-9K）双休,深圳市领深人才信息技术有限公司,民营公司,0.8-1万/月,深圳-南山区,五险一金 员工旅游 餐饮补贴 专业培训 绩效奖金 弹性工作 交通补贴 年终奖金,10-14,"['深圳-南山区', '2年经验', '大专', '招2人']"
诚招销售（无责4000+五险一金）,武汉有牛科技有限公司,民营公司,0.6-1.2万/月,武汉-东湖新技术产业开发区,五险一金 员工旅游 绩效奖金 年终奖金 全勤奖 节日福利,10-14,"['武汉-东湖新技术产业开发区', '1年经验', '大专', '招5人']"
j品牌销售+线上资源+自由时间+包住宿,昆明贝壳房地产经纪有限公司,上市公司,6-8千/月,昆明-盘龙区,绩效奖金 高额提成 专业培训 团队聚餐 五险一金,10-14,"['昆明-盘龙区', '无需经验', '招若干人']"
语音客服,武汉鸿坤互娱文化传媒有限公司,民营公司,6-8千/月,武汉-东湖新技术产业开发区,弹性工作 绩效奖金 专业培训 五险一金,10-14,"['武汉-东湖新技术产业开发区', '无需经验', '招30人']"
客服专员,澳箴（上海）信息科技有限公司,民营公司,6-8千/月,上海-浦东新区,五险一金 节日福利,10-14,"['上海-浦东新区', '1年经验', '大专', '招2人']"
销售经理,杭州语忆科技有限公司,民营公司,1.5-3万/月,杭州-上城区,五险一金 弹性工作 定期体检 交通补贴 通讯补贴 高提成,10-14,"['杭州-上城区', '2年经验', '大专', '招若干人']"
售后客服,河南仟泰实业集团有限公司,民营公司,4-6千/月,郑州-郑东新区,五险一金 员工旅游 绩效奖金 带薪年假 节日福利 年终分红 不加班,10-14,"['郑州-郑东新区', '1年经验', '大专', '招2人']"
业务运营专员,付临门支付有限公司,民营公司,5-6千/月,广州-天河区,五险一金 补充公积金 年终奖金 绩效奖金 餐饮补贴,10-14,"['广州-天河区', '1年经验', '大专', '招2人']"
销售专员（优质资源+社保）,广州市丽蓝包装材料有限公司,民营公司,0.8-1万/月,广州-白云区,,10-14,"['广州-白云区', '无需经验', '大专', '招2人']"
8K提额分期专员/包住宿,深圳市都给力数码科技有限公司,民营公司,0.8-1万/月,深圳-龙岗区,五险一金 全勤奖 绩效奖金 包住宿 周末双休 住房补贴 加班补贴 高温补贴 专业培训 带薪年假,10-14,"['深圳-龙岗区', '无需经验', '高中', '招18人']"
物流专员  跨境电商,深圳市智目科技有限公司,民营公司,0.7-1万/月,深圳-龙岗区,五险一金 员工旅游 绩效奖金 年终奖金 定期团建 节假日福利 提供住宿,10-14,"['深圳-龙岗区', '2年经验', '大专', '招2人']"
BD经理,北京银冈科技有限公司,民营公司,10-15万/年,北京-海淀区,绩效奖金 节日福利 交通补贴 高温补贴 住房补贴 弹性工作 餐饮补贴,10-14,"['北京-海淀区', '5-7年经验', '本科', '招若干人']"
跨境电商外贸业务员（文具A股上市品牌）,上海泰韬网络技术有限公司,民营公司,0.7-1.2万/月,上海-普陀区,五险一金 年终奖金 绩效奖金 周末双休,10-14,"['上海-普陀区', '1年经验', '大专', '招1人']"
电商运营专员（拼多多）,上海昌仁实业有限公司,民营公司,6-8千/月,上海-普陀区,五险一金 员工旅游 绩效奖金 年终奖金 周末双休,10-14,"['上海-普陀区', '2年经验', '大专', '招若干人']"
客服专员/接听客服/文员,武汉车路通车务服务有限公司,民营公司,4-5千/月,武汉-江岸区,带薪年假 交通补贴 加班补贴 绩效奖金 全勤奖 节日福利 员工旅游 下午茶 生日福利 餐饮补贴,10-14,"['武汉-江岸区', '无需经验', '招5人']"
区域经理,长沙品学网络科技有限公司,民营公司,4.5-6千/月,长沙-芙蓉区,,10-14,"['长沙-芙蓉区', '1年经验', '大专', '招10人']"
天猫淘宝直通车推广专员,杭州博来网络科技有限公司,民营公司,4-8千/月,杭州-余杭区,五险,10-14,"['杭州-余杭区', '3-4年经验', '招1人']"
客服专员（行政）,广东省华亿一九八八实业发展有限公司,民营公司,4.5-6千/月,深圳-龙岗区,五险一金 带薪年假 全勤奖 专业培训 交通补贴 餐饮补贴 通讯补贴 节日福利,10-14,"['深圳-龙岗区', '1年经验', '大专', '招1人']"
实习生  包住 带薪培训,南京巨惠圈科技有限公司,民营公司,4.5-6千/月,南京-栖霞区,,10-14,"['南京-栖霞区', '无需经验', '大专', '招5人']"
跟单文员,广东快品信息科技有限公司,创业公司,3-4.5千/月,佛山-顺德区,五险一金 通讯补贴 弹性工作 绩效奖金 员工旅游,10-14,"['佛山-顺德区', '无需经验', '招1人']"
电商客服主管,深圳市安易拓网络科技有限公司,民营公司,1-1.5万/月,深圳-龙华区,带薪年假 五险一金 节日福利 晋升发展 生日会 下午茶 部门团建 加班补贴 周末双休 员工旅游,10-14,"['深圳-龙华区', '3-4年经验', '大专', '招1人']"
wish运营,深圳市科拉诗进出口有限公司,民营公司,0.7-1万/月,深圳-南山区,全勤奖 节日福利 员工旅游 绩效奖金 交通补贴 餐饮补贴 五险一金,10-14,"['深圳-南山区', '1年经验', '大专', '招1人']"
乐器京东运营,广州蓝深科技有限公司,民营公司,0.8-1.5万/月,广州-荔湾区,五险一金 员工旅游 绩效奖金 年终奖金 定期体检 全勤奖 专业培训 餐饮补贴 弹性工作 节日福利,10-14,"['广州-荔湾区', '2年经验', '大专', '招1人']"
品牌策划营销助理,武汉北抖星网络科技有限公司,民营公司,4-7千/月,武汉-东湖新技术产业开发区,通讯补贴 绩效奖金 员工旅游 五险一金 弹性工作 节假日福利,10-14,"['武汉-东湖新技术产业开发区', '无需经验', '本科', '招若干人']"
项目经理,上海百胜软件股份有限公司广州分公司,上市公司,27-35万/年,广州-天河区,六险一金 补充医疗保险 员工旅游 餐饮补贴 专业培训 出国机会 绩效奖金 年终奖金 定期体检 节日福利,10-14,"['广州-天河区', '5-7年经验', '本科', '招3人']"
运营支持经理,广州朴朴电子商务有限公司,民营公司,1.5-2万/月,广州-越秀区,五险一金 股票期权 年底双薪 加班补助 带薪年假 节日福利 岗位晋升,10-14,"['广州-越秀区', '5-7年经验', '招若干人']"
罗湖电销（入职买五险一金）8k+,深圳阳光兴亚大健康科技有限公司,民营公司,0.8-1.6万/月,深圳-罗湖区,五险一金 绩效奖金 专业培训 节日福利,10-14,"['深圳-罗湖区', '1年经验', '中专', '招5人']"
运营经理（社群/小程序）,上海路捷鲲驰集团股份有限公司,民营公司,1.5-2万/月,上海-浦东新区,,10-14,"['上海-浦东新区', '3-4年经验', '大专', '招1人']"
电商在线客服、售前售后,广州樱舒母婴用品有限公司,民营公司,4.5-6千/月,广州-番禺区,五险一金 补充医疗保险 通讯补贴 员工旅游 年终奖金 绩效奖金,10-14,"['广州-番禺区', '1年经验', '大专', '招若干人']"
销售顾问（公司提供优质客户资源）双休  薪资8000加,深圳存真求实科技有限公司,民营公司,0.8-1.6万/月,深圳-南山区,五险一金 员工旅游 弹性工作 年终奖金 周末双休 专业培训 餐饮补贴,10-14,"['深圳-南山区', '无需经验', '大专', '招3人']"
销售经理/总监,南京应达内特网络技术有限公司,民营公司,2-4万/月,南京-秦淮区,五险一金 餐饮补贴 年终奖金 专业培训 绩效奖金 股票期权,10-14,"['南京-秦淮区', '5-7年经验', '本科', '招1人']"
单品运营,广州麦兜贸易有限公司,民营公司,5-9千/月,广州-海珠区,专业培训 绩效奖金 下午茶 包吃补贴 五险一金,10-14,"['广州-海珠区', '1年经验', '招若干人']"
海外新媒体运营（国外广告投放、近地铁）,广州金菇棒电子商务有限公司,民营公司,0.6-1万/月,广州-番禺区,绩效奖金 节日福利 加班补贴 五险一金 带薪年假 员工旅游 年终奖金 股权购买分红 地铁口 发工资准时,10-14,"['广州-番禺区', '1年经验', '大专', '招1人']"
淘宝运营主管,广东海盟数据服务有限公司,民营公司,0.8-1万/月,东莞-南城区,全勤奖 绩效奖金 节日福利 带薪年假 周末双休,10-14,"['东莞-南城区', '1年经验', '大专', '招1人']"
高薪销售（住宿+双休）,深圳市创致网络科技有限公司,民营公司,1-1.5万/月,深圳-南山区,五险一金 员工旅游 专业培训 周末双休 节假福利 带薪年假,10-14,"['深圳-南山区', '1年经验', '高中', '招5人']"
销售主管,邯郸市伊路优你电子商务有限公司,创业公司,0.5-1万/月,邯郸,出国机会 专业培训 绩效奖金 全勤奖 突破奖,10-14,"['邯郸', '无需经验', '招30人']"
医患管理项目经理 (MJ000250),零氪科技,民营公司,1.5-2.5万/月,北京-海淀区,,10-14,"['北京-海淀区', '5-7年经验', '本科', '招1人']"
青春正燃.链就不凡-2022届校招-底薪4500-10000,北京链家置地--国贸区10,民营公司,0.8-1万/月,北京-海淀区,五险一金 弹性工作 带薪年假 绩效奖金 专业培训 节日福利 定期体检 出国机会 员工旅游,10-14,"['北京-海淀区', '无需经验', '本科', '招20人']"
采销专员,广州海货优品生活信息科技有限公司,民营公司,5-7千/月,广州-天河区,五险一金 员工旅游 餐饮补贴 绩效奖金 年终奖金 定期体检 下午茶 周末双休,10-14,"['广州-天河区', '1年经验', '大专', '招若干人']"
营销讲师,上海燕谷坊电子商务有限公司,民营公司,0.8-1万/月,南京-江宁区,,10-14,"['南京-江宁区', '3-4年经验', '大专', '招若干人']"
美工,广州嘉汇传媒有限公司,民营公司,4-8千/月,广州-番禺区,专业培训 绩效奖金 节日福利 住房补贴 社保,10-14,"['广州-番禺区', '1年经验', '大专', '招2人']"
天猫运营主管,深圳市绿联科技股份有限公司,民营公司,1.2-2万/月,深圳-龙华区,五险一金 员工旅游 年终奖金 定期体检 提供食宿,10-14,"['深圳-龙华区', '3-4年经验', '本科', '招2人']"
工单客服（非销售）+大小周休息,广州市得邦信息科技有限责任公司,民营公司,7-8千/月,广州-番禺区,绩效奖金 专业培训 购买社保 通讯补贴 交通补贴 免费班车,10-14,"['广州-番禺区', '1年经验', '中专', '招5人']"
青岛办事处负责人,上海大微互联网科技有限公司,外资（非欧美）,0.8-1万/月,青岛-黄岛区,五险一金 补充医疗保险 员工旅游 餐饮补贴 专业培训 绩效奖金 年终奖金 定期体检,10-14,"['青岛-黄岛区', '8-9年经验', '大专', '招若干人']"
百度营销顾问,吉林省天钜科技有限公司,民营公司,3-6千/月,长春-宽城区,带薪年假 五险一金 绩效奖金 节日福利 交通补贴 通讯补贴,10-14,"['长春-宽城区', '1年经验', '大专', '招2人']"
销售专员+五险一金,杭州新工派网络科技有限公司,民营公司,0.8-1万/月,杭州-余杭区,,10-14,"['杭州-余杭区', '2年经验', '大专', '招3人']"
亚马逊产品开发/产品专员,深圳市维汇科技有限公司,民营公司,0.6-1.2万/月,深圳-龙岗区,带薪年假 绩效奖金 全勤奖 节日福利 专业培训 加班补贴,10-14,"['深圳-龙岗区', '1年经验', '大专', '招2人']"
跨境电商运营（高提成+五险一金）,武汉亚声网络科技有限公司,民营公司,0.6-1.2万/月,武汉-洪山区,五险一金 带薪年假 绩效奖金 专业培训,10-14,"['武汉-洪山区', '无需经验', '本科', '招50人']"
电销客服（五险一金+大小周）,广州药大麦网络科技有限公司,民营公司,4-8千/月,广州-海珠区,五险一金 节日福利 全勤奖 绩效奖金 带薪年假 员工旅游 年终奖金 团建活动 内购福利,10-14,"['广州-海珠区', '无需经验', '中专', '招2人']"
亚马逊运营经理,深圳市超速跑电子商务有限公司,民营公司,2-2.5万/月,深圳-龙华区,五险一金 年终奖金 定期体检 员工旅游 大小周 下午茶 部门聚餐 带薪年假,10-14,"['深圳-龙华区', '5-7年经验', '大专', '招1人']"
设计师（跨境电商）,广州卡洛莱化妆品有限公司,民营公司,5-8千/月,广州-天河区,全勤奖 节日福利 五险 包吃住 交通方便 近地铁口 发展空间大 环境优美,10-14,"['广州-天河区', '2年经验', '大专', '招1人']"
运营专员,上海迈竞网络科技有限公司,民营公司,5-8千/月,上海-徐汇区,五险一金 交通补贴 餐饮补贴 绩效奖金,10-14,"['上海-徐汇区', '1年经验', '大专', '招5人']"
电商客服包食宿,广州五六巴巴信息科技有限公司,民营公司,6-8千/月,广州-花都区,绩效奖金 年终奖金 带薪年假 五险,10-14,"['广州-花都区', '1年经验', '招2人']"
客服专员,河南红熙科技有限公司,民营公司,0.8-1万/月,郑州-二七区,全勤奖 住房补贴 交通补贴 五险一金 员工旅游 年终奖金 绩效奖金 节日福利,10-14,"['郑州-二七区', '无需经验', '高中', '招10人']"
销售代表（高薪+高提成）,深圳市齐胜达科技有限公司,民营公司,0.8-1万/月,深圳-龙岗区,五险一金 绩效奖金 全勤奖 住房补贴 通讯补贴 专业培训,10-14,"['深圳-龙岗区', '1年经验', '大专', '招3人']"
技术支持,光辉城市（重庆）科技有限公司,民营公司,6-9千/月,上海,带薪年假 节日福利 五险一金 年终奖金 弹性工作 交通补贴 定期体检,10-14,"['上海', '1年经验', '大专', '招1人']"
电商运营专员,上海禄诚贸易有限公司,民营公司,6-8千/月,上海-徐汇区,五险一金 员工旅游 年终奖金 弹性工作 定期体检,10-14,"['上海-徐汇区', '2年经验', '大专', '招1人']"
门店督导,京喜,民营公司,0.8-1.2万/月,深圳,五险一金 年终奖金 绩效奖金 餐饮补贴,10-14,"['深圳', '3-4年经验', '本科', '招若干人']"
跨境电商运营,武汉陈陈之语贸易有限公司,创业公司,6-8千/月,武汉-武昌区,周末双休 绩效奖金 节日福利 带薪年假 全勤奖,10-14,"['武汉-武昌区', '2年经验', '大专', '招2人']"
产品助理,广州火鹰信息科技有限公司,民营公司,0.8-1万/月,广州-番禺区,五险一金 员工旅游 股票期权 绩效奖金 弹性工作 餐饮补贴 交通补贴 周末双休,10-14,"['广州-番禺区', '1年经验', '大专', '招3人']"
售前售后,广州晨丰服饰有限公司,民营公司,4.5-7千/月,广州-白云区,全勤奖 弹性工作 带薪年假 节日福利 下午茶 奖金 餐饮补贴 住房补贴,10-14,"['广州-白云区', '1年经验', '大专', '招1人']"
跨境电商运营,广州华锦信息技术有限公司,民营公司,0.8-1.5万/月,广州-天河区,绩效奖金 员工旅游 年终奖金 弹性工作 五险 带薪年假 全勤奖 美味下午茶,10-14,"['广州-天河区', '1年经验', '大专', '招1人']"
销售工程师,勤达科技集团有限公司,外资（非欧美）,0.8-1.2万/月,深圳-南山区,五险一金 员工旅游 专业培训 年终奖金 节日补贴 餐饮补贴,10-14,"['深圳-南山区', '无需经验', '本科', '招3人']"
销售工程师,爱欧意科技无锡有限公司,民营公司,1-1.5万/月,无锡-无锡新区,五险一金 年终奖金 餐饮补贴 双休,10-14,"['无锡-无锡新区', '3-4年经验', '本科', '招5人']"
潮玩店店员,深圳市乐唯科技开发有限公司,民营公司,6-8千/月,深圳,五险一金 员工旅游 年终奖金 绩效奖金 股票期权 定期体检,10-14,"['深圳', '1年经验', '中专', '招2人']"
拼多多运营,安徽高梵电子商务有限公司,民营公司,0.8-1.2万/月,杭州-上城区,,10-14,"['杭州-上城区', '3-4年经验', '大专', '招1人']"
跨境电商招商副总监,配配通（上海）贸易服务有限公司,外资（非欧美）,1.2-1.5万/月,上海-闵行区,五险一金 通讯补贴 弹性工作 绩效奖金,10-14,"['上海-闵行区', '10年以上经验', '本科', '招2人']"
客服专员,深圳好买好卖网络有限公司,民营公司,5-8千/月,深圳-南山区,五险一金 年终奖金 培训晋升 带薪年假 节日福利 团队旅游 专业培训 员工旅游 绩效奖金 定期体检,10-14,"['深圳-南山区', '1年经验', '大专', '招8人']"
工程销售员,扬州汇银商业连锁有限公司,民营公司,5-8千/月,扬州-邗江区,五险一金 节日福利 定期体检,10-14,"['扬州-邗江区', '2年经验', '中技', '招1人']"
省级销售经理-河南省,江苏中创供应链服务有限公司,民营公司,1-1.5万/月,郑州-二七区,带薪年假 五险一金 节日福利 员工旅游 定期体检 专业培训 年终奖金 月度活动,10-14,"['郑州-二七区', '10年以上经验', '大专', '招1人']"
高薪招聘天猫拼多多客服(包吃/社保),深圳市地中海贸易有限公司,民营公司,6-8千/月,深圳-龙华区,带薪年假 工作餐 五险 节日福利 全勤奖 绩效奖金,10-14,"['深圳-龙华区', '1年经验', '大专', '招3人']"
法语亚马逊运营,广州谷多贸易有限公司,民营公司,0.5-1万/月,广州-番禺区,节日福利 带薪年假 高提成不封顶 年终奖金 社保 专业培训,10-14,"['广州-番禺区', '无需经验', '大专', '招1人']"
区域培训经理,中企动力科技股份有限公司南京分公司,合资,0.6-1万/月,南京-秦淮区,五险一金 员工旅游 专业培训 法定假日 节日福利 定期团建 带薪年假 周末双休,10-14,"['南京-秦淮区', '3-4年经验', '本科', '招1人']"
高级技术支持经理,深圳开源互联网安全技术有限公司,民营公司,2-4万/月,深圳-龙华区,,10-14,"['深圳-龙华区', '10年以上经验', '本科', '招1人']"
项目运营（策略增长）,深圳依时货拉拉科技有限公司,民营公司,1.8-3万/月,深圳-福田区,五险一金 专业培训 年终奖金 带薪年假,10-14,"['深圳-福田区', '5-7年经验', '本科', '招1人']"
电商活动运营助理,上海希和商贸有限公司,民营公司,7-9千/月,上海-宝山区,五险一金 节日福利 做五休二 带薪年假 加班补贴 周末双休 员工旅游 年终奖金,10-14,"['上海-宝山区', '1年经验', '中专', '招3人']"
C端运营组长,揭阳市知到未来电子商务有限公司,民营公司,3-5千/月,揭阳,社保 年终奖金 环境优雅 专业培训 节日福利 员工旅游 定期体检 法定假期,10-14,"['揭阳', '3-4年经验', '大专', '招1人']"
渠道销售（双休 五险一金）,中美创世成都物联科技有限公司,民营公司,1-1.5万/月,成都-高新区,五险一金 员工旅游 定期体检,10-14,"['成都-高新区', '1年经验', '大专', '招若干人']"
采购专员/产品开发专员,广州心曲网络科技有限公司,民营公司,4.5-7千/月,广州-番禺区,带薪年假 五险一金 节日福利 员工旅游 绩效奖金 股权激励 出国机会,10-14,"['广州-番禺区', '无需经验', '本科', '招2人']"
医药电商运营经理/高级运营,深圳市年丰大当家科技有限公司,民营公司,1.1-1.6万/月,深圳-南山区,绩效奖金 五险一金 节日福利 餐饮补贴 通讯补贴 带薪年假 定期体检 周末双休 加班打车,10-14,"['深圳-南山区', '3-4年经验', '本科', '招1人']"
京东运营专员,广州市美滋泉生物科技有限公司,民营公司,6-8千/月,广州-天河区,五险一金 绩效奖金 员工旅游 补充公积金 定期体检 年终奖金 周末双休,10-14,"['广州-天河区', '2年经验', '大专', '招5人']"
6K起招 电商美工,深圳市海源汇电子科技有限公司,民营公司,6-9千/月,深圳-龙华区,五险 员工旅游 绩效奖金 弹性工作 年终奖金,10-14,"['深圳-龙华区', '1年经验', '招1人']"
亚马逊销售/英语/日语/德语/法语,广州海葳特科技有限公司,民营公司,0.6-1万/月,广州-海珠区,五险一金 年终奖金 定期体检 员工旅游 商业保险 节日福利 周末双休 带薪年假,10-14,"['广州-海珠区', '无需经验', '本科', '招若干人']"
电商运营专员,阿里巴巴国际站（徐州）LBS服务中心,民营公司,4.5-6千/月,徐州-泉山区,定期体检 年终奖金 节日福利 带薪年假 五险一金 绩效奖金,10-14,"['徐州-泉山区', '1年经验', '高中', '招6人']"
市场运营经理,四川玖优创信息科技有限公司,民营公司,0.8-1万/月,成都-武侯区,五险 周末双休 绩效奖金,10-14,"['成都-武侯区', '3-4年经验', '本科', '招1人']"
亚马逊产品开发（精品）,深圳市迈宁贸易有限公司,民营公司,0.7-1.2万/月,深圳-龙岗区,五险一金 员工旅游 绩效奖金 年终奖金 专业培训,10-14,"['深圳-龙岗区', '1年经验', '大专', '招1人']"
电商美工,广州展赢信息科技有限公司,民营公司,4-6千/月,广州-天河区,周末双休 节日福利 全勤奖 五险一金 带薪年假 绩效奖金 员工旅游 年底双薪,10-14,"['广州-天河区', '1年经验', '招3人']"
天猫推广专员,广州环朝科技有限公司,外资（非欧美）,0.8-1万/月,广州-天河区,五险一金 员工旅游 餐饮补贴 年终奖金 弹性工作 周末双休 补充医疗保险 专业培训 全勤奖 节日福利,10-14,"['广州-天河区', '2年经验', '大专', '招若干人']"
渠道推动,上海收钱吧互联网科技股份有限公司,民营公司,0.8-1.1万/月,上海-普陀区,五险一金 员工旅游 餐饮补贴 交通补贴 节日福利 年终奖金,10-14,"['上海-普陀区', '2年经验', '大专', '招2人']"
天猫运营,广州淘优皮具有限公司,民营公司,1.5-2万/月,广州-白云区,生日福利 集体活动 员工旅游 弹性工作 绩效奖金 专业培训 五险一金 带薪年假,10-14,"['广州-白云区', '1年经验', '招2人']"
产品开发助理,悦江（广州）投资有限公司,民营公司,5-6千/月,广州,五险一金 补充公积金 免费班车 定期体检 年终奖金 绩效奖金 做五休二 全勤奖 节日福利 带薪年假,10-14,"['广州', '1年经验', '本科', '招1人']"
客户服务专员,深圳市汉码软件技术有限公司,民营公司,5-8千/月,深圳-宝安区,五险一金 年终奖金 生日礼金 周末双休 带薪年假,10-14,"['深圳-宝安区', '1年经验', '大专', '招2人']"
网络客服/在线客服,广州邦莱贸易有限公司,民营公司,0.8-1.5万/月,广州-天河区,绩效奖金 弹性工作 全勤奖 节日福利 专业培训 带薪年假 社保 员工旅游,10-14,"['广州-天河区', '1年经验', '高中', '招5人']"
苏宁运营助理,北京兴长信达科技发展有限公司,民营公司,6-7千/月,上海-长宁区,带薪年假 五险 全勤奖 节日福利 餐饮补贴,10-14,"['上海-长宁区', '1年经验', '大专', '招1人']"
供应商开发（汽摩配）,广州市绿苑网络科技有限公司,民营公司,0.6-1万/月,广州-荔湾区,全勤奖 节日福利 专业培训 住房补贴 绩效奖金 年终奖金 员工旅游 包两餐 加班补贴 带薪年假,10-14,"['广州-荔湾区', '1年经验', '大专', '招2人']"
产品经理,宁波伯通伟达品牌管理有限公司,民营公司,0.8-1万/月,宁波-鄞州区,绩效奖金 带薪年假 社保 年底分红 全勤奖 节日福利 专业培训 员工旅游,10-14,"['宁波-鄞州区', '5-7年经验', '大专', '招1人']"
CRM专员,浙江浩迈科技有限公司,创业公司,0.8-1万/月,杭州-萧山区,五险一金 绩效奖金 年终奖金 员工旅游,10-14,"['杭州-萧山区', '1年经验', '大专', '招1人']"
电商助理,上海天湜电子商务有限公司,民营公司,5-7千/月,上海-普陀区,五险一金 做五休二 周末双休 带薪年假 节日福利 专业培训 绩效奖金,10-14,"['上海-普陀区', '1年经验', '大专', '招1人']"
亚马逊  选品  电商产品经理,深圳市亿莱电子商务有限公司,民营公司,6-8千/月,深圳-宝安区,五险一金 专业培训 员工生日会 节日福利 年终奖金 定期体检 员工旅游 绩效奖金,10-14,"['深圳-宝安区', '无需经验', '本科', '招10人']"
销售总监,快采供应链管理（苏州）有限公司,民营公司,40-50万/年,苏州-工业园区,,10-14,"['苏州-工业园区', '5-7年经验', '招若干人']"
外贸业务员（亚马逊平台）,深圳市科易互动机器人有限公司,民营公司,0.7-1.4万/月,深圳-龙华区,带薪年假 五险一金 全勤奖 节日福利 定期体检 年终奖金 员工旅游,10-14,"['深圳-龙华区', '2年经验', '大专', '招1人']"
亚马逊运营专员,苏州建力机械设备有限公司,合资,0.7-1.2万/月,苏州,带薪年假 五险一金 绩效奖金 专业培训 弹性工作 员工旅游,10-14,"['苏州', '1年经验', '大专', '招2人']"
高薪诚聘1-5年电话销售员,深圳市智联科创科技有限公司,民营公司,6-8千/月,深圳-宝安区,包住宿 绩效奖金 全勤奖 节日福利 专业培训 交通补贴 通讯补贴,10-14,"['深圳-宝安区', '1年经验', '中专', '招3人']"
商学院销售主管,广州通益信息技术有限公司,民营公司,1-1.5万/月,广州-天河区,五险 员工旅游 周末双休 餐补,10-14,"['广州-天河区', '3-4年经验', '本科', '招1人']"
运营专家（类目运营）,昌正医疗,民营公司,1.5-3万/月,广州,年终奖金 定期体检 餐饮补贴 五险一金 全勤奖 工龄奖 加班补贴 交通便利 节日福利 专业培训,10-14,"['广州', '5-7年经验', '大专', '招2人']"
电商美工/平面设计（周末双休）,珠海优斯玛科技有限公司,民营公司,0.6-1万/月,珠海-香洲区,员工旅游 餐饮补贴 年终奖金 周末双休 带薪年假 全勤奖 节日福利 免费体检 五险,10-14,"['珠海-香洲区', '1年经验', '大专', '招2人']"
销售,上海千浩网络科技有限公司,民营公司,6-8千/月,上海-长宁区,,10-14,"['上海-长宁区', '无需经验', '招若干人']"
销售主管（管理岗）,上海发网供应链管理有限公司,合资,1.5-2万/月,上海-宝山区,五险一金 员工旅游 弹性工作 年终奖金 绩效奖金,10-14,"['上海-宝山区', '1年经验', '大专', '招4人']"
